,Tachometer main frequency,Class6,Class10,Tachometer mean,Tachometer entropy,Tachometer kurtosis,Tachometer rms,Tachometer peak to peak,Tachometer shape indicator,Tachometer impulse indicator,Tachometer crest indicator,Tachometer clearance indicator,Tachometer skewness,Underhang bearing accelerometer axial mean,Underhang bearing accelerometer axial entropy,Underhang bearing accelerometer axial kurtosis,Underhang bearing accelerometer axial rms,Underhang bearing accelerometer axial peak to peak,Underhang bearing accelerometer axial shape indicator,Underhang bearing accelerometer axial impulse indicator,Underhang bearing accelerometer axial crest indicator,Underhang bearing accelerometer axial clearance indicator,Underhang bearing accelerometer axial skewness,Underhang bearing accelerometer radiale mean,Underhang bearing accelerometer radiale entropy,Underhang bearing accelerometer radiale kurtosis,Underhang bearing accelerometer radiale rms,Underhang bearing accelerometer radiale peak to peak,Underhang bearing accelerometer radiale shape indicator,Underhang bearing accelerometer radiale impulse indicator,Underhang bearing accelerometer radiale crest indicator,Underhang bearing accelerometer radiale clearance indicator,Underhang bearing accelerometer radiale skewness,Underhang bearing accelerometer tangential mean,Underhang bearing accelerometer tangential entropy,Underhang bearing accelerometer tangential kurtosis,Underhang bearing accelerometer tangential rms,Underhang bearing accelerometer tangential peak to peak,Underhang bearing accelerometer tangential shape indicator,Underhang bearing accelerometer tangential impulse indicator,Underhang bearing accelerometer tangential crest indicator,Underhang bearing accelerometer tangential clearance indicator,Underhang bearing accelerometer tangential skewness,Overhang bearing accelerometer axial mean,Overhang bearing accelerometer axial entropy,Overhang bearing accelerometer axial kurtosis,Overhang bearing accelerometer axial rms,Overhang bearing accelerometer axial peak to peak,Overhang bearing accelerometer axial shape indicator,Overhang bearing accelerometer axial impulse indicator,Overhang bearing accelerometer axial crest indicator,Overhang bearing accelerometer axial clearance indicator,Overhang bearing accelerometer axial skewness,Overhang bearing accelerometer radiale mean,Overhang bearing accelerometer radiale entropy,Overhang bearing accelerometer radiale kurtosis,Overhang bearing accelerometer radiale rms,Overhang bearing accelerometer radiale peak to peak,Overhang bearing accelerometer radiale shape indicator,Overhang bearing accelerometer radiale impulse indicator,Overhang bearing accelerometer radiale crest indicator,Overhang bearing accelerometer radiale clearance indicator,Overhang bearing accelerometer radiale skewness,Overhang bearing accelerometer tangential mean,Overhang bearing accelerometer tangential entropy,Overhang bearing accelerometer tangential kurtosis,Overhang bearing accelerometer tangential rms,Overhang bearing accelerometer tangential peak to peak,Overhang bearing accelerometer tangential shape indicator,Overhang bearing accelerometer tangential impulse indicator,Overhang bearing accelerometer tangential crest indicator,Overhang bearing accelerometer tangential clearance indicator,Overhang bearing accelerometer tangential skewness,Microphone mean,Microphone entropy,Microphone kurtosis,Microphone rms,Microphone peak to peak,Microphone shape indicator,Microphone impulse indicator,Microphone crest indicator,Microphone clearance indicator,Microphone skewness,filePath
1010,48.2,overhang,ball_fault,-0.002869197,2.207684468,1.73356841,1.829221045,-6.362,1.391691445,3.712757553,2.667802239,4.332663401,1.924573912,0.007818897,5.987437599,1.827744329,10.89131188,-102.537,1.397163462,6.911854897,4.947062447,8.780529504,-0.674169763,0.00105317,5.455581218,2.9946987,5.931034769,-97.237,1.358790498,12.34542478,9.085598399,15.1476482,0.270588267,-0.00345922,5.922692458,2.335864869,9.442596676,-98.499,1.352146625,7.715856039,5.706375253,9.459097808,0.503537214,-0.020484574,4.478567686,-0.938666304,2.371622521,-11.1652,1.16240418,2.952153134,2.539695903,3.302657027,0.346573414,-0.014168034,4.801413895,-0.625183551,3.64813951,-15.3067,1.182407713,3.27677764,2.771275598,3.700407,-0.639094079,-0.00264389,4.520648108,0.608904515,2.331409246,-15.8868,1.286027774,5.055888316,3.931399009,6.063744705,-0.687968374,0.013060467,2.249620271,-0.80164633,0.213086249,-1.2921,1.175841539,4.487247904,3.816201211,5.070366548,0.310797997,D:/full\overhang\ball_fault\6g\49.5616.csv
1011,49.6,overhang,ball_fault,0.001757518,2.29790072,0.549072942,1.986142416,-6.4697,1.282567292,3.023955415,2.357736264,3.405277335,1.588520174,0.009925388,6.061388091,1.88112625,11.59167149,-107.743,1.396356872,6.490496935,4.648164854,8.213611063,-0.800279174,1.32E-05,5.58813393,2.184917812,6.707954016,-99.581,1.350979379,10.85342544,8.033746187,13.30878075,0.028142252,-0.010003634,6.003211266,2.032546243,10.20434625,-94.292,1.346436636,7.109720067,5.280397069,8.709390647,0.509490648,0.149853168,4.577004275,-1.037691773,2.567667579,-11.5391,1.165670541,2.856988929,2.450940321,3.217096372,0.125148988,0.090401565,4.794732242,-0.685873069,3.512597885,-15.5162,1.171653564,3.293247101,2.810768646,3.705311516,-0.605548295,0.024411067,4.592546167,-0.008840299,2.48849506,-16.2455,1.240256706,4.657214292,3.755040607,5.432196103,-0.559664913,0.012781782,2.267756679,-0.789910711,0.21808677,-1.30093,1.176292987,4.404273591,3.744197779,4.977100765,0.317728694,D:/full\overhang\ball_fault\6g\50.7904.csv
1012,49.8,overhang,ball_fault,-0.000844467,2.27800993,0.700067553,1.964085844,-6.4701,1.2960545,3.122338617,2.409110586,3.531993439,1.635457523,0.012209364,6.063643539,1.908897254,11.74608133,-107.743,1.395423733,6.400894781,4.587061716,8.091755096,-0.871663896,-0.000398145,5.585718187,2.085757806,6.700843493,-107.777,1.355168706,10.89863413,8.042271104,13.41148264,-0.07974801,-0.005844915,5.99506859,2.113989917,10.11074819,-99.094,1.348036262,7.184061606,5.329279196,8.79846857,0.435540955,0.221703652,4.56962355,-1.095795828,2.56010678,-11.5391,1.161560092,2.901419791,2.497864562,3.263607762,0.095818957,0.115007163,4.633580864,-0.601850415,2.984128309,-13.6051,1.171599772,3.321955011,2.835400869,3.72776068,-0.639065529,0.039021669,4.591567431,-0.083831545,2.486742838,-15.8264,1.240560807,4.315722308,3.47884786,5.054143786,-0.54493028,0.01290292,2.26785539,-0.787246827,0.21814004,-1.32145,1.176450483,4.411661528,3.749976386,4.986058054,0.319561209,D:/full\overhang\ball_fault\6g\50.9952.csv
1013,51.4,overhang,ball_fault,-0.003314984,2.300231525,0.322813095,2.021409317,-6.396,1.257659065,2.880768855,2.290580122,3.214503227,1.51649307,-0.021775729,6.155261593,2.494105404,13.10949471,-107.743,1.43147756,5.883370234,4.109998226,7.537202475,-0.643794197,0.00081201,5.722042146,2.961058021,7.714521962,-101.228,1.355610565,9.469126783,6.985137934,11.62992164,-0.242060284,-0.042606646,6.11633418,2.737621962,11.75013424,-107.759,1.370928765,6.286715809,4.585734845,7.742282062,0.570279386,-0.019723797,4.609709752,-1.132771412,2.686397879,-11.7367,1.148892244,2.657884587,2.31343244,2.960301402,0.065537415,-0.002066791,4.461813906,-0.646828036,2.68536287,-11.6205,1.167736943,3.47755948,2.978033281,3.886217909,-0.656615446,-0.006722516,4.696996065,-0.440273406,2.788908895,-15.7863,1.218796205,3.937683783,3.230797541,4.557162547,-0.455634653,0.012419976,2.272202191,-0.788439359,0.219341739,-1.33204,1.176328145,4.433532433,3.7689589,5.010876147,0.320608758,D:/full\overhang\ball_fault\6g\52.6336.csv
1014,52,overhang,ball_fault,-0.001589098,2.29467097,0.313212306,2.023648966,-6.4319,1.257499145,2.876655431,2.287600309,3.209983571,1.513470545,-0.040941408,6.163340461,2.766329654,13.51712333,-107.743,1.454108382,5.796156306,3.98605522,7.49604226,-0.625550764,0.011298213,5.765425041,3.850739721,8.183699104,-107.777,1.377411867,9.070314606,6.585041717,11.21322107,-0.303332245,-0.044863703,6.137313834,2.71864556,12.00898681,-107.759,1.370265642,6.14823088,4.486889763,7.566065406,0.519344202,0.4959539,4.68649263,-0.996897937,2.869849091,-13.499,1.172588292,3.306505133,2.819834683,3.727017273,0.138323279,0.306460527,4.678510899,-0.57736372,2.964314772,-16.6245,1.171583467,3.656422518,3.120923623,4.104665919,-0.470592546,0.080862752,4.726912558,-0.467079634,2.879951219,-16.2403,1.20918888,3.83147223,3.168630058,4.407209746,-0.453707424,0.012842317,2.27487284,-0.800872186,0.220147278,-1.32413,1.176049552,4.325875174,3.678310293,4.888930129,0.316636886,D:/full\overhang\ball_fault\6g\53.248.csv
1015,52.8,overhang,ball_fault,0.001074661,2.30618414,0.04841908,2.066762885,-6.3572,1.231862831,2.730733943,2.216751633,3.018966663,1.423912462,-0.040337561,6.193958057,2.636868785,13.99307995,-107.743,1.455324932,5.603691798,3.850474677,7.25767218,-0.660268795,0.008987413,5.817676318,3.107250722,8.546390083,-107.777,1.364530275,8.604163374,6.305586274,10.6148302,-0.353312691,-0.047448939,6.165953292,2.37266149,12.24027302,-107.759,1.352941082,5.955792342,4.40210769,7.2726588,0.477820706,0.082183497,4.634833636,-1.105523585,2.817898734,-12.3941,1.154461096,2.776173121,2.404735102,3.106237017,0.254716462,0.040082259,4.64234607,-0.714765585,3.186459689,-13.0969,1.178460815,3.076981067,2.611016869,3.473095647,-0.67804241,0.015050212,4.761807026,-0.530711719,2.999807398,-17.8022,1.204492723,4.183873332,3.473556338,4.801647055,-0.458547428,0.012747226,2.274330087,-0.804866308,0.220017451,-1.33344,1.1753723,4.451262645,3.787108683,5.027738307,0.314859505,D:/full\overhang\ball_fault\6g\54.0672.csv
1016,53.8,overhang,ball_fault,0.00166321,2.338723037,-0.544738192,2.175921764,-6.3337,1.169802621,2.385440181,2.039181773,2.574946183,1.199353557,-0.03219519,6.24475057,2.354954988,14.61769147,-107.743,1.445200245,5.326927946,3.685944536,6.88827402,-0.67531425,0.015765607,5.860806628,4.368048121,9.171134775,-107.777,1.391099764,8.174164718,5.87604493,10.11209333,-0.425666687,-0.030853242,6.229180618,1.776911055,12.84299121,-107.759,1.333682957,5.595490769,4.195517939,6.794333496,0.454373872,-0.10762569,4.629794763,-0.992570568,2.895933102,-12.8044,1.151536705,2.844711289,2.470360933,3.171099852,0.427607224,-0.07812542,4.857467121,-0.903544113,4.038407214,-16.1911,1.171175427,2.936343607,2.507176583,3.301522292,-0.611460413,-0.016115716,4.779802378,-0.539839783,3.03835232,-17.6308,1.207799343,3.881960762,3.214077556,4.464315353,-0.431080381,0.012830584,2.276996507,-0.789090053,0.220741207,-1.31901,1.175945301,4.372453318,3.718245497,4.939681336,0.320396524,D:/full\overhang\ball_fault\6g\55.296.csv
1017,12.8,overhang,cage_fault,0.001194125,2.154391065,4.144829355,1.596476112,-6.3637,1.602089496,5.132884547,3.203868796,6.371819772,2.468719193,0.014079127,3.526643108,-0.958100628,0.952341558,-5.255,1.155786092,4.440291976,3.841793914,4.976269464,-0.340133592,0.000996406,1.951329557,0.077470658,0.13922227,-1.5821,1.210683705,8.913450409,7.36232789,10.21604763,-0.468691065,0.001955512,1.488986897,0.532239498,0.038829528,-0.67608,1.277370477,14.03381062,10.98648424,16.72568124,0.003256121,0.102707707,3.492619356,-0.196545305,0.809970391,-4.8683,1.257771316,4.327202066,3.440372673,5.133163225,0.349545723,0.00703733,1.666672776,-0.532807534,0.080420384,-0.47171,1.22019909,3.790306862,3.10630199,4.412475692,-0.017294785,0.02119495,2.07462093,-0.061891562,0.166765383,-1.22,1.262106373,5.097001464,4.038488019,6.047300993,0.296270078,0.012261067,1.82793085,0.581818002,0.115265693,-0.82839,1.247736112,6.269223297,5.024478521,7.2801808,0.820874044,D:/full\overhang\cage_fault\0g\13.1072.csv
1018,13.8,overhang,cage_fault,0.002500221,2.15485857,3.999678997,1.608217452,-6.2755,1.591935208,5.018768256,3.152620931,6.214064754,2.439539304,0.040333846,3.637042944,-0.878566308,1.067055112,-5.7893,1.161019199,4.42513702,3.811424502,4.976120911,-0.394681749,0.000547119,1.955396541,-0.019088205,0.139958891,-1.40464,1.20959787,8.105908303,6.70132488,9.288554801,-0.434712486,0.001550291,1.499036697,0.619502194,0.041713627,-0.89232,1.275975064,15.77379152,12.36214717,18.78473389,0.020342506,0.137409455,3.76295565,-0.460150451,1.059547707,-5.9151,1.229275481,3.622689815,2.947012181,4.249036971,-0.048946259,0.007803379,1.662566312,-0.301480552,0.079640181,-0.51487,1.234610474,4.26903894,3.457802302,4.998806404,-0.104038648,0.024461394,2.205030035,-0.320552295,0.197333752,-1.36976,1.233620064,4.330684895,3.510549983,5.075028484,-0.096292717,0.019455298,1.875400628,0.273769181,0.125967992,-0.8554,1.24776126,5.904400948,4.731995724,6.86749505,0.745289194,D:/full\overhang\cage_fault\0g\14.1312.csv
1019,14.6,overhang,cage_fault,0.001326789,2.151311943,3.893063182,1.618909888,-6.1679,1.581509022,4.932941616,3.119135931,6.087294428,2.418040096,0.026397069,3.58080974,-0.740884895,1.000162292,-5.3582,1.166784687,4.332151863,3.712897427,4.877135972,-0.443465884,0.000100579,1.961833546,-0.026151525,0.141303853,-1.43239,1.212707788,8.24275519,6.796983801,9.465778388,-0.431083468,0.001305979,1.507946892,0.396953137,0.044161238,-0.47794,1.273989908,7.185897845,5.640466853,8.551195216,0.012663187,0.007729693,3.759556783,-0.54782051,1.059059484,-6.032,1.212885616,3.500908207,2.886428993,4.045612269,0.218904348,0.006204088,1.647023813,-0.560570475,0.07630879,-0.51227,1.211220031,4.50147355,3.716478785,5.206897544,0.002882829,-0.006751612,2.205589549,-0.065106663,0.195713721,-1.43248,1.257992298,4.851704644,3.856704568,5.757727728,0.021567897,0.023003102,1.909893477,0.253138884,0.133817272,-0.88186,1.247671971,5.721767634,4.585955096,6.649195817,0.726297565,D:/full\overhang\cage_fault\0g\14.9504.csv
1020,15.8,overhang,cage_fault,0.003377579,2.153450498,3.744491587,1.629399557,-6.3929,1.571782516,4.869305232,3.097951008,5.995371345,2.387422961,0.000296069,3.43804736,-0.801669272,0.858341942,-4.9027,1.165785702,4.667396952,4.003649164,5.251465978,-0.415343172,0.00051403,1.980502842,-0.055902188,0.145152134,-1.38905,1.215038269,7.340347188,6.041247734,8.447916578,-0.390751432,0.00134536,1.518470143,0.374641796,0.046951858,-0.54796,1.273049485,8.447616595,6.635733089,10.04925069,-0.008321349,0.0728804,3.825369294,-0.676546839,1.140504153,-6.5297,1.198663535,3.746374818,3.125459904,4.30245917,-0.074810081,0.00518144,1.651858874,0.252744842,0.077336712,-0.53321,1.262603151,5.27511054,4.177964023,6.252854192,-0.383668852,0.006080064,2.20055226,-0.339689417,0.194717835,-1.40712,1.230988233,4.603929475,3.740027202,5.379761834,-0.023603391,0.021435572,1.898829421,0.148652605,0.130951401,-0.89838,1.23921613,6.012334118,4.851723579,6.960291223,0.683768462,D:/full\overhang\cage_fault\0g\16.1792.csv
1021,17,overhang,cage_fault,0.000235281,2.151257065,3.686628148,1.63436354,-6.3612,1.563323695,4.864738752,3.111792374,5.972411552,2.375513253,0.014496271,3.502098263,-0.842955542,0.91652197,-4.8788,1.163358228,4.154733087,3.571327375,4.673096855,-0.401404686,0.000241416,1.987958164,0.069991825,0.146911055,-1.5394,1.216891684,8.420687513,6.919833232,9.693436743,-0.422019315,0.001286765,1.536133111,0.650738484,0.05141945,-1.12484,1.276682262,15.27168661,11.96201049,18.18663089,-0.033817727,0.110172922,3.813801302,-0.698642324,1.145319598,-6.2842,1.190263595,3.613338582,3.035746534,4.133257125,-0.19153998,0.006924581,1.637312824,-0.412553542,0.074390136,-0.45528,1.219404808,4.11882356,3.377732754,4.788574306,-0.242122947,0.021480243,2.346631744,-0.578366744,0.235521795,-1.5669,1.205496071,4.164232425,3.454372457,4.800863361,-0.073139174,0.015752688,1.88363459,0.165381266,0.126895079,-0.85416,1.233851334,5.7642247,4.671733571,6.660548076,0.688047272,D:/full\overhang\cage_fault\0g\17.408.csv
1022,18.2,overhang,cage_fault,0.001592243,2.1542465,3.563269103,1.644849997,-6.4003,1.554672068,4.788165025,3.079855311,5.86586976,2.349599523,0.034607735,3.599387477,-0.826546755,1.010260975,-5.6038,1.164365922,4.310152867,3.701716778,4.855090848,-0.411773878,0.000185369,1.992974241,0.085881507,0.14789824,-1.5072,1.220761676,8.126787262,6.657144814,9.369379044,-0.413903867,0.001217171,1.55217725,0.442781559,0.055278746,-0.71812,1.275090274,8.756987168,6.86773897,10.42686721,-0.116178252,0.115012762,3.613646695,-0.354685767,0.905122803,-5.9232,1.232631582,4.183841943,3.394235557,4.899295092,0.068698531,0.006816117,1.595937099,0.017990127,0.065638686,-0.43232,1.238860614,4.733206615,3.820612715,5.539513842,-0.471583506,0.026074714,2.088696932,-0.070427687,0.169940948,-1.32436,1.254523288,4.947196858,3.943487464,5.844125499,0.094202975,0.016321947,1.898190282,0.121715283,0.130029357,-0.88853,1.232682356,5.84424962,4.741083209,6.752000477,0.675472717,D:/full\overhang\cage_fault\0g\18.6368.csv
1023,19,overhang,cage_fault,-0.00163443,2.151589027,3.519999943,1.648744269,-6.3313,1.547331976,4.729432518,3.056507971,5.778326465,2.340570557,0.010464151,3.569663519,-0.841745683,0.977077099,-5.572,1.163846907,4.363426379,3.749141192,4.908134915,-0.390479921,0.000294639,2.024972014,0.086527581,0.154847049,-1.69806,1.222026078,8.350341826,6.833194462,9.633860322,-0.392856414,0.001195051,1.574819034,0.364030278,0.060510522,-0.61504,1.27340441,6.577410566,5.165217362,7.828603764,-0.182571265,0.026246828,3.293832619,-0.17043401,0.651427713,-4.1987,1.248223024,4.648541959,3.724127717,5.478762632,0.27794314,0.004234257,1.579392128,-0.372042882,0.061669835,-0.38311,1.227970532,4.086144096,3.327558757,4.772586594,-0.141293637,0.00728241,1.971585609,0.038650886,0.142404435,-1.17094,1.255729713,5.219228613,4.156331223,6.163270808,0.119229872,0.01725215,1.905960961,0.047063525,0.131685054,-0.87616,1.228642232,5.630096667,4.582372735,6.491085197,0.646188047,D:/full\overhang\cage_fault\0g\19.456.csv
1024,19.4,overhang,cage_fault,-8.14E-05,2.151788702,3.462944075,1.653730199,-6.3297,1.544332467,4.71565172,3.053521066,5.758128012,2.328502354,0.003991123,3.534475231,-0.829351339,0.941043262,-5.3141,1.16462877,4.459914726,3.829473253,5.01780832,-0.392897741,0.000168422,2.027141564,0.099806492,0.155296721,-1.72099,1.223525256,7.710499071,6.301871608,8.907546397,-0.385255914,0.001109574,1.583136918,0.391222717,0.062374377,-0.66682,1.273495879,7.06243464,5.545706711,8.404556877,-0.169021746,0.107463407,3.773522093,-0.915514124,1.120913069,-5.8019,1.16117884,3.301484357,2.843217808,3.683145246,0.080544103,0.004791772,1.586266088,-0.144270253,0.06326011,-0.42882,1.244822404,4.699462052,3.775206838,5.536624038,-0.27596057,0.02391741,2.299135061,-0.656513445,0.22282038,-1.42749,1.198119243,3.854332607,3.216985812,4.413285194,-0.010913061,0.016532758,1.908779442,0.074315745,0.132202674,-0.9042,1.228684242,5.822469994,4.738784623,6.713743969,0.650087671,D:/full\overhang\cage_fault\0g\19.8656.csv
1025,20.6,overhang,cage_fault,0.003111637,2.155371678,3.333031544,1.665282795,-6.3475,1.536962079,4.62376279,3.008377925,5.636869002,2.300653578,0.008952013,3.461783618,-0.787630036,0.866619654,-5.3063,1.166657812,4.63637016,3.974061728,5.220759597,-0.411260384,8.10E-06,2.045312306,0.069477013,0.158984912,-1.70659,1.227491158,8.190227625,6.672331261,9.486923556,-0.322076112,0.001031176,1.619630227,0.270514217,0.070293818,-0.70619,1.266382612,6.402730612,5.055921135,7.596182293,-0.086708909,0.065634688,3.549567212,-0.583157709,0.852651857,-5.1748,1.207551597,3.936979268,3.260299005,4.543205704,0.071856497,0.004041207,1.569309104,-0.002765846,0.059406526,-0.39265,1.253095252,4.770730977,3.807157492,5.640640034,-0.324641518,0.010200234,2.05510697,-0.217605161,0.160732698,-1.30368,1.231443649,5.459694166,4.433572069,6.366647412,-0.050571866,0.015976613,1.92033239,-0.000737084,0.134506128,-0.92326,1.224816188,5.916639853,4.830634922,6.813441424,0.624430779,D:/full\overhang\cage_fault\0g\21.0944.csv
1026,21.8,overhang,cage_fault,-0.000312335,2.156234542,3.303853612,1.667985072,-6.2534,1.530831015,4.59510391,3.001705522,5.589683771,2.294332915,0.028617271,3.55394731,-0.739494199,0.943533532,-5.3793,1.170208728,4.332781033,3.702571114,4.89154789,-0.439475279,-2.82E-05,2.067754895,0.099720134,0.163696822,-1.83677,1.235004595,8.688957873,7.035567243,10.12023033,-0.248099542,0.001076379,1.655258586,0.125570208,0.077746914,-0.72221,1.257022622,6.244457189,4.96765697,7.375724451,0.08346358,0.06788743,3.097736263,-0.226971561,0.532002785,-3.5375,1.244715891,4.55301587,3.657875586,5.363769021,0.035078732,0.004136907,1.550472753,-0.279375368,0.055022332,-0.37638,1.230294426,4.931254668,4.008190693,5.759585835,-0.196361183,0.015278444,1.918333302,0.068802117,0.131851804,-1.17293,1.255714226,5.734492701,4.566717953,6.774760482,0.019777294,0.01718015,1.935692801,-0.087918383,0.137883799,-0.93268,1.222215868,5.650332305,4.623023192,6.501240556,0.597665222,D:/full\overhang\cage_fault\0g\22.3232.csv
1027,22.6,overhang,cage_fault,-0.002760454,2.15497181,3.289143566,1.669321542,-6.3697,1.52698469,4.573577086,2.99516892,5.555400992,2.291203075,0.023947713,3.545815363,-0.723062157,0.931122865,-5.5333,1.172068131,4.527790288,3.863077726,5.115861142,-0.440675988,-0.000192935,2.084744744,0.088767851,0.167413021,-1.69784,1.238799388,7.704525714,6.219348981,8.993303442,-0.221189395,0.000772037,1.670912364,0.153089994,0.080974441,-0.8568,1.25543848,7.306787663,5.820108098,8.61757595,0.142456957,0.013883949,3.173404506,-0.262813305,0.571232532,-3.8404,1.238348181,4.167480681,3.365354547,4.894703303,-0.065248805,0.003560866,1.578605659,-0.263709784,0.061464178,-0.43216,1.228785698,4.673306569,3.803190887,5.450967028,-0.240090724,0.002595354,1.988311561,-0.04201467,0.145754518,-1.29996,1.250558591,5.942607499,4.751962476,7.005110307,-0.069855626,0.017036097,1.923384515,-0.157365973,0.135070041,-0.91126,1.217146225,5.723027577,4.70200495,6.568842445,0.566631574,D:/full\overhang\cage_fault\0g\23.1424.csv
1028,23.6,overhang,cage_fault,0.000414096,2.157877835,3.18038608,1.679183658,-6.2537,1.521168047,4.536915171,2.982520689,5.504156461,2.267527039,0.007108516,3.491575506,-0.763855955,0.880357201,-5.2412,1.169931491,4.671714119,3.993151867,5.269236137,-0.410630026,-0.000242826,2.119558504,0.061005359,0.175285227,-1.79098,1.243711146,7.284802337,5.857310485,8.540685617,-0.179809277,0.000749193,1.676091592,0.264056023,0.082053177,-0.99915,1.263578929,7.948458413,6.290432856,9.409275983,0.188913936,0.002122631,4.005189502,-1.185964719,1.488316094,-6.722,1.142142688,2.647243708,2.317787205,2.943321268,0.132562792,0.003369835,1.652256001,0.28960563,0.077233803,-0.61647,1.260440816,5.842327963,4.635146599,6.90739719,-0.216505459,-0.005410045,2.582922596,-1.142191686,0.326073993,-1.8135,1.138565041,3.229543646,2.836503432,3.568878543,0.147261564,0.015433491,1.934227587,-0.219648724,0.137134448,-0.91472,1.21200096,5.50893267,4.545320385,6.311390075,0.542844561,D:/full\overhang\cage_fault\0g\24.1664.csv
1029,24.4,overhang,cage_fault,-9.37E-05,2.15905847,3.134582598,1.683352174,-6.3319,1.516783304,4.505606937,2.970501406,5.459126358,2.257468509,0.006615676,3.445874269,-0.774344089,0.83454789,-5.041,1.169428314,4.468234965,3.820871201,5.037843747,-0.396672329,7.43E-05,2.170859156,0.056582655,0.187316058,-2.03801,1.249501703,8.233463643,6.589397695,9.700123604,-0.139759129,0.000855176,1.680260335,0.352803023,0.082915324,-0.7965,1.270164874,6.511876957,5.126796599,7.734212662,0.201642713,-0.011465993,3.037409003,-0.070499748,0.495207913,-3.4316,1.254941975,4.494607275,3.58152597,5.318167017,0.048113324,0.003750672,1.57397734,0.163400082,0.060439647,-0.46864,1.255137561,5.724781485,4.56107893,6.752723946,-0.286674209,-0.016206658,1.992578737,0.119688976,0.147571032,-1.29225,1.260870433,6.07447017,4.817679921,7.194065922,-0.092663075,0.015485156,1.943756196,-0.281564945,0.139125083,-0.90155,1.208427626,5.244985332,4.340338817,6.00100832,0.517864781,D:/full\overhang\cage_fault\0g\24.9856.csv
1030,26.2,overhang,cage_fault,0.003935753,2.162269214,2.977631272,1.698121571,-6.2363,1.507433254,4.420422401,2.932416668,5.344315731,2.222719128,0.021317945,3.485772134,-0.657023468,0.854249092,-5.4887,1.176879567,4.755053137,4.040390598,5.381372027,-0.429296959,0.000132086,2.312936298,-0.056808083,0.223714179,-2.38203,1.246311627,7.958173085,6.385379798,9.372671472,-0.186125486,0.000855218,1.714680998,0.47027583,0.089899014,-0.92409,1.274413677,6.886020386,5.403285061,8.190387726,0.188125902,0.015665406,3.122957734,-0.254860599,0.542064205,-3.8845,1.242227849,4.488219697,3.613040634,5.278449381,-0.025490028,0.00352135,1.583727069,-0.13982696,0.062596422,-0.44831,1.243592558,5.05789662,4.067165396,5.955765648,-0.197549747,0.004423058,2.059758059,0.098753363,0.161510872,-1.40513,1.259862281,5.793338286,4.598390136,6.862236072,-0.124298467,0.017227095,1.969846752,-0.287193611,0.145011637,-0.95977,1.208230035,5.447763671,4.508879529,6.231236667,0.509770572,D:/full\overhang\cage_fault\0g\26.8288.csv
1031,26.4,overhang,cage_fault,-0.001075089,2.160309804,3.014555137,1.694593672,-6.2793,1.505609231,4.448787145,2.954808627,5.372173613,2.231022612,0.020821684,3.485486733,-0.628258521,0.853265141,-5.6429,1.178915555,4.996192078,4.237955853,5.659515146,-0.441004548,0.000383505,2.325901528,-0.021714921,0.227330039,-2.38497,1.247747126,8.31593431,6.664759339,9.795743627,-0.214975963,0.001012114,1.724342733,0.475365848,0.091848759,-1.06652,1.274477225,8.390155776,6.583213579,9.982042267,0.188331573,0.016876368,3.049358507,-0.196006286,0.501897316,-3.5027,1.242395325,4.410168057,3.54973008,5.17610934,0.053327113,0.003155737,1.570923429,0.102671211,0.059707662,-0.44168,1.254727515,5.354498206,4.267458984,6.31943967,-0.259896483,0.007097635,2.072902629,0.103395818,0.164612969,-1.63141,1.254026894,6.567429373,5.23707219,7.751057178,-0.147536211,0.01734239,1.973316413,-0.287960722,0.145784045,-0.95685,1.207917073,5.376979243,4.45144734,6.147971571,0.507845042,D:/full\overhang\cage_fault\0g\27.0336.csv
1032,27.2,overhang,cage_fault,-0.000995954,2.162061873,2.949519241,1.700790655,-6.2171,1.500163859,4.395818266,2.930225414,5.299980188,2.216505306,0.013081927,3.489175876,-0.563487992,0.852254257,-5.8183,1.182414288,5.24616112,4.436821486,5.947823957,-0.451953016,0.000166719,2.345538727,0.111382148,0.23288868,-2.25581,1.255079709,6.984381136,5.564890491,8.250682525,-0.258625549,0.00086825,1.76018911,0.518088384,0.099055753,-1.14827,1.276952478,7.831821108,6.133212661,9.323323929,0.182709645,0.085540005,3.193850023,-0.100433368,0.588361875,-4.1744,1.246161788,4.726359998,3.792733851,5.560473098,-0.007935484,0.004509397,1.565799052,0.420483024,0.058702997,-0.47504,1.246470973,6.765422633,5.427661596,7.9305161,-0.557885119,0.024091573,2.157432237,0.357484729,0.185627144,-1.7104,1.270852837,5.85992462,4.611017461,6.967906306,-0.043257331,0.016090181,1.998432257,-0.274510974,0.151250564,-1.02684,1.207604006,5.507531984,4.560710262,6.297778172,0.512256669,D:/full\overhang\cage_fault\0g\28.0576.csv
